DATE,REGION,COUNTIES,NAME,TYPE,SCENE,Country,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED,HH REACHED,latitude,longitude,CASUALTIES,Country_code
4/9/2020 0:00,South Rift,Narok,"INTER-CLAN CLASHES IN TRANS MARA, NAROK COUNTY",Armed Conflicts,TRANS MARA,Kenya,0,0,0,0,0,0,"Inter clan clashes reported in Trans Mara, Narok County where approximately 15 households were torched
by unknown people. KRCS Narok County were activated.
",,15,0,-1.0875197,35.8771055,0,KE
4/13/2020 0:00,North Eastern,Wajir,ARMED ATTACK AT QARSA AREA IN WAJIR COUNTY,Armed Conflicts,QARSA AREA,Kenya,0,0,6,0,0,0,"At around 0930hrs in the morning, two National Police Reservists and four suspected Al Shabaab militants died during a gun battle at Qarsa area in Wajir County.  The Police reservists were on a routine patrol in the area when they came into contact with the Militants.
",,0,0,1.7488388,40.058633,6,KE
4/13/2020 0:00,South Rift,Baringo,ARMED ATTACK AT NG'ARATUKO AREA IN BARINGO COUNTY,Armed Conflicts,NG'ARATUKO,Kenya,0,1,0,0,0,0,One person sustained gunshot injuries and unknown cattle stolen following an attack by armed bandits at Ng'aratuko area in Baringo North. The casualty was evacuated to Baringo Referral Hospital for treatment by well- wishers.,,0,0,0.63,35.98,1,KE
4/13/2020 0:00,North Eastern,Mandera,ARMED ATTACK AT OMAR JILIHOW IN MANDERA COUNTY,Armed Conflicts,OMAR JILIHOW,Kenya,0,0,0,0,1,0,"In Mandera County, a Kenya police reservist was killed and his car burnt down by unknown assailants at Omar Jilihow. His colleagues managed to escape with no injuries. More security was deployed to deal with the situation.  
",,0,0,3.95,41.85,1,KE
4/19/2020 0:00,South Rift,Baringo,ARMED ATTACK IN BARINGO COUNTY,Armed Conflicts,BARINGO,Kenya,0,1,0,0,0,0,"In Chemorongion area, Baringo County, suspected Pokot bandits attacked the village leaving one person injured. The casualty was evacuated to a nearby health facility by Ministry of Health Ambulance. Tension still remains high in the area.
",,0,0,0.8554988,36.0893406,1,KE
4/21/2020 0:00,Upper Eastern,Samburu,ARMED ATTACK IN SAMBURU COUNTY,Armed Conflicts,SAMBURU,Kenya,0,2,0,0,0,0,"In Samburu County, two casualties, one civilian and a policeman were reported to have sustained gunshot wound after they were attacked by the unknown assailants. The casualties were evacuated by well-wishers to Moyale sub-county hospital for treatment.


",,0,0,1.2154506,36.954107,2,KE
4/21/2020 0:00,Upper Eastern,Isiolo,ARMED ATTACK AT GARBA TULLA IN ISIOLO COUNTY,Armed Conflicts,GARBA TULLA,Kenya,0,0,0,0,1,0,"In Isiolo Country, at Garba Tulla, three Somali herder were shot and killed by unknown assailants. KRCS Isiolo branch will be monitoring the situation and inform the E.O.C. Tension is reported to persist in the area.
",,0,0,0.4110913,38.5690418,1,KE
4/22/2020 0:00,North Eastern,Mandera,"CONFLICT CLOSE TO MANDERA BORDER, MANDERA COUNTY",Armed Conflicts,MANDERA TOWN,Kenya,0,0,0,0,0,0,"Unexploded mortar shell from what appears to be a rocket propelled grenade (RPG) hit the office of county ministry of finance and economic planning in Mandera town.  Several stray bullets and mortar shells landed on the Kenyan side as an exchange of gunfire between Juba Forces and Somali National Army caused residents of Mandera to scamper for safety.
",,0,0,3.9356389,41.8551162,0,KE
4/26/2020 0:00,Upper Eastern,Samburu,"BANDIT ATTACK IN SOITO, SAMBURU COUNTY",Armed Conflicts,SOITO,Kenya,0,2,0,0,0,0,"Bandit attack reported at Soito area, Barago sub county in Samburu county. Two casualties one with arm injuries and a lady who was raped were evacuated to Baragoi hospital by well-wishers.
",,0,0,0.6560778,37.5627288,2,KE
5/4/2020 0:00,Coast,Kilifi,"ARMED ATTACK IN RABAI, KILIFI COUNTY",Armed Conflicts,RABAI,Kenya,0,0,0,0,0,0,"A police officer was attacked and killed in Rabai, Kilifi County by unknown assailants and his firearm stolen. ",,0,0,-3.9454005,39.5588473,0,KE
5/23/2020 0:00,South Rift,Narok,"CONFLICT IN NAROK SOUTH, NAROK COUNTY",Armed Conflicts,NAROK SOUTH,Kenya,0,0,0,0,0,0,"There was conflict in Narok south involving two communities; Oloo Olunga and Olololoipangi over land.
The conflict was between 2-5hrs. Several HHs burnt down with no casualty.
",,0,0,-1.0875428,35.8770642,0,KE
5/24/2020 0:00,South Rift,Narok,ITERCOMMUNITY CLASHES IN NAROK COUNTY,Armed Conflicts,NAROK,Kenya,4,1,0,0,1,0,"Intercommunity clashes reported in Narok between Kalenjin and maasai. The situation put under control. 6 casualties reported, all male. 1 critical in Kenyatta national hospital,4 stable in Narok referral hospital with arrow wounds, 1 fatality. The casualties were taken to hospital by well wishers.
",,0,0,-1.0875428,35.8770642,6,KE
5/26/2020 0:00,South Rift,Narok,COMMUNITY CLASHES IN NAROK COUNTY,Armed Conflicts,NAROK,Kenya,0,0,0,0,4,0,"Four fatalities were reported in Narok south following ongoing community clashes between Maasai and Kipsigis communities.
Following the displacement of people caused by community clashes in Narok county, assessment of the affected households done. 47 households burnt down and the occupants sought help from the neighbors. The camp which had been set up at ololoipangi primary school is not occupied since the victims have gotten shelter from their neighbors. Beneficiary registration to be conducted on 29 th may 2020 targeting 15 HHS in oloruasi and 32HHS in Nadupoi Center.
(Source: Kamande-Narok RCAT leader)",,47,0,-1.0875428,35.8770642,4,KE
5/27/2020 0:00,North Eastern,Garissa,FRIENDLY FIRE ARMED CONFLICT IN GARISSA COUNTY,Armed Conflicts,FAFI,Kenya,0,3,0,0,0,0,"Three security personnel were shot and injured in a friendly fire incident in Fafi, Garissa County. The three included two military soldiers and a police officer. The police constable had been challenged by the military personnel to surrender but thought he was being taken hostage by militants. He opened fire at the soldiers before they also fired back. They all sustained injuries in the legs and stomach.They were taken to Bura Sub County hospital in stable but serious condition. ",,0,0,-0.3441694,40.1452734,3,KE
5/27/2020 0:00,Nairobi,Nairobi,ARMED ROBBERY IN NAIROBI COUNTY,Armed Conflicts,ARMED ROBBERY,Kenya,0,0,0,0,0,0,"An armed member of a gang that has been terrorising and robbing members of the public on the Waiyaki highway, was arrested by police officers and a machete recovered from him.
",,0,0,-1.2949675,36.7996877,0,KE
5/28/2020 0:00,North Eastern,Mandera,ARMED CONFLICT IN MARSABIT COUNTY,Armed Conflicts,"ORONDERA, GABRA SCHEME",Kenya,1,0,0,0,2,0,"Community clashes between Borana and Gabra communities where 2 people were feared dead and 1 casualty reported. Tension still remains high with police deployed in orondera and Gabra scheme, Marsabit county.",,0,0,3.9356389,41.8551162,3,KE
5/30/2020 0:00,North Eastern,Mandera,"COMMUNITY CLASHES IN ASHABITO, MANDERA COUNTY",Armed Conflicts,ASHABITO,Kenya,0,0,0,0,1,0,"Confirmed report in mandera one person succumbed to death after clash erupted between dogdia and
gurreh community in ashabito ward over construction of earth pan which was awarded by county
government, all peace actors are mobilizing efforts to mitigate the situation.

",,0,0,3.9356389,41.8551162,1,KE
5/30/2020 0:00,North Rift,Turkana,"CONFLICT IN KAKUMA, TURKANA COUNTY",Armed Conflicts,KAKUMA BLOCK 13,Kenya,0,5,0,0,0,0,Five people reported to have suffered critical injuries in Kakuma block 13-Turkana and were evacuated to Kakuma hospital by well-wishers. This was a result of an armed attack between alleged Sudanese and Ugandans.,,0,0,3.7090369,34.8637961,5,KE
6/2/2020 0:00,North Rift,Baringo,ARMED CONFLICT AT RIONGO IN BARINGO COUNTY,Armed Conflicts,Riongo-Tiaty,Kenya,0,0,0,0,0,0,"Conflicts between Pokots and the police reported in Baringo county –Riongo-Tiati East.
(Source Christ Oketch-KRCS CC-1000hours)",,0,0,1.2972222,35.9336111,0,KE
6/3/2020 0:00,North Rift,Turkana,"ARMED CONFLICT AT KAMION,TURKANA COUNTY",Armed Conflicts,Kamion,Kenya,0,0,0,0,4,0,"Heavy artillery used by UPDF against the Turkana pastoralists raiders, At Komion-kaabong. 3 Turkana were gunned down. Turkana too killed one UPDF and did damaged kamion Barracks. UPDF in hot pursuit heat Nawountos till matakul. Innocent resident are fleeing the region.
(SOURCE:RUKIA-TURKANA RCAT MEMBER-1200HOURS)",,0,0,3.3122477,35.5657862,4,KE
6/7/2020 0:00,Upper Eastern,Marsabit,"INTERCOMMUNAL CLASHES IN BADARERO, MARSABIT COUNTY",Armed Conflicts,MARSABIT-WAJIR BORDER,Kenya,2,0,0,0,3,0,An inter-community conflict between Borana and Godia communities was reported at Badarero located along the Marsabit-Wajir Boarder. 2 casualties involved were evacuated to a nearby health facility by Emergency Plus Medical Services and 3 fatalities have so far been reported. Tension remains high in the area and updates will be shared as received. NPS are on high alert.,,0,0,2.3354966,37.9943453,5,KE
6/7/2020 0:00,Upper Eastern,Marsabit,INTER-COMMUNITY CONFLICT IN MARSABIT COUNTY,Armed Conflicts,Badanrero,Kenya,0,2,42,0,13,One casualty sustained a Gun Shot Wound leading to an head injury and another suffered a left limb injury.,"Intercommunity conflict between Degodia and Borana Communities at Badanrero,located in the boarder between Marsabit and Wajir county.",,0,0,2.326145,37.988906,57,KE
6/11/2020 0:00,Upper Eastern,Marsabit,ARMED CONFLICT IN MARSABIT COUNTY,Armed Conflicts,"BADANRERO, GAR-HARGESA, BADASA",Kenya,0,1,0,0,0,0,"In Marsabit County, conflict reported in three areas of Badanrero ( Digodia and Borana), Gar- hargesa (Gabra and Borana), Badasa ( Borana and Rendile). In the last 24 hours one death ( male) reported as a result of gunshot wound and 3 camels stolen in area of Gar- hargesa. Unknown number of livestock stolen in Badasa but no casualties at fatalities reported. In Merile youth looted some trucks as they mounted illegal road block in the protests of the university students killed in Badasa. Monitoring of the situation as tension is experienced in the conflict areas ",,0,0,2.2016317,38.1265916,1,KE
6/11/2020 0:00,Upper Eastern,Marsabit,ARMED CONFLICT IN MARSABIT COUNTY,Armed Conflicts,MARSABIT,Kenya,0,0,0,0,0,0,"In Marsabit County, conflict reported in three areas of Badanrero ( Digodia and Borana), Gar- hargesa 
(Gabra and Borana), Badasa ( Borana and  Rendile). In the last 24 hours one fatality ( male) reported as a result of gunshot wound and 3 camels stolen in area of Gar- hargesa. Elsewhere in the same county, Unknown number of livestock stolen in Badasa but no casualties and fatalities reported. In Merile youth looted some trucks as they mounted illegal road block in the protests of the university students killed in Badasa. Monitoring of the situation as tension is experienced in the conflict areas

",,0,0,2.3354966,37.9943453,0,KE
6/14/2020 0:00,North Eastern,Mandera,ARMED CONFLICT AT WARANQARA IN MANDERA COUNTY,Armed Conflicts,WARANQARA,Kenya,0,0,0,0,0,0,"A Safaricom mast was attacked at Waranqara in Lafey Sub-County, Mandera County. National Reservist Police battled with the attackers and managed to keep them off but unfortunately lost one Officer in the process. No major infrastructural damage has been reported.

",,0,0,3.9356389,41.8551162,0,KE
6/21/2020 0:00,South Rift,Nakuru,"GANG WARS IN FLAMINGO, NAKURU COUNTY",Armed Conflicts,FLAMINGO,Kenya,0,0,0,0,0,0,"Two houses were reported to have been torched in Flamingo Area in Nakuru County when war erupted between two gangs. Police were deployed on time hence no cases of injured people were reported.
",,2,0,-0.3149963,36.1377686,0,KE
6/24/2020 0:00,Upper Eastern,Marsabit,ARMED ATTACK IN MARSABIT COUNTY,Armed Conflicts,MARSABIT,Kenya,0,2,0,0,1,0,"Three students on a motor bike travelling from Nasonga to Karate were attacked by armed men near Kiturini in Marsabit County. One of the students lost his life on the spot and taken to mortuary by police as two others got critically injured but were not found. Security officers are doing investigations as well as tracing the two casualties. Kenya red cross Marsabit to ascertain the needs of the surrounding communities.
",,0,0,2.3354966,37.9943453,3,KE
6/25/2020 0:00,Upper Eastern,Marsabit,ARMED ATTACKS AT SONGA AREA IN MARSABIT COUNTY,Armed Conflicts,SONGA AREA,Kenya,0,0,0,0,0,0,"Increased insecurity cases being reported in Marsabit County. With recent case reported at Songa area where one was shot dead in an ethnic charged clash while two others escaped with injuries. More security officers have been deployed in the area to quell reprisal attacks in the area.
",,0,0,2.3354966,37.9943453,0,KE
7/2/2020 0:00,South Rift,Baringo,"ARMED ATTACK IN ILCHAMUS WARD, BARINGO COUNTY",Armed Conflicts,KAILER VILLAGE,Kenya,0,0,0,0,1,0,"Armed attack was reported at Kailer village, Eldume sub location in Ilchamus ward, Baringo South, Baringo County

Situational Report (Sitrep)

3

where a villager was shot dead by 3 youths from Ilchamus community in a land tussel row. It was reported that there
was high tension between some families who own a piece of land. This led to area chief and village elder of the same
area to convene for a resolution meeting between the two conflicting families today morning. In the middle of the
meeting deliberations, unknown people armed by arrows disrupted the meeting leading to dispersal of the community
members who were in the meeting and subsequently, the deceased getting shot on the left upper chest.
",,0,0,0.42,36.07,1,KE
7/2/2020 0:00,North Eastern,Mandera,CONFLICT AT WARGADUD IN MANDERA COUNTY,Armed Conflicts,WARGADUD,Kenya,0,4,0,0,0,0,"Conflict over resources was reported at Wargadud in Mandera County where herders confronted each other over watering point. Four people reported to have been injured. 
",,0,0,3.9356389,41.8551162,4,KE
7/4/2020 0:00,Lower Eastern,Kajiado,"INTERCOMMUNITY CLASHES IN KIBWEZI, KAJIADO COUNTY",Armed Conflicts,MAKUENI-KAJIADO BORDER IN MIKULULO,Kenya,2,2,0,0,5,0,"Intercommunity clashes within Makueni-Kajiado border in Mikululo, Makindu ward and Kibwezi West Sub County with one person confirmed dead, two others critically injured and two others left with minor injuries (the injured are being treated at Makindu sub county hospital).",,0,0,-1.840822,36.7840158,9,KE
7/5/2020 0:00,North Rift,Turkana,"BANDIT ATTACK IN TIATY, TURKANA COUNTY",Armed Conflicts,KIPAU LOCATION,Kenya,0,3,0,0,0,0,"Bandits attack incident in Turkana county, Tiaty West Pelpel area in Palpat Sub location, Kipau location in Baringo
county. Three casualties reported, security personnel deployed to restore normalcy. The three casualties were airlifted
by the police chopper to Chemolingot Hospital. Tension still high in the area.",,0,0,3.1164336,35.5995226,3,KE
7/12/2020 0:00,South Rift,Baringo,BANDIT ATTACK IN BARINGO COUNTY,Armed Conflicts,BARINGO,Kenya,0,2,0,0,0,0,"Bandit Attack: Reported in Nosukro, Rungus area, Mukuyani ward, Baringo County. unknown number of livestock reported having been taken away by suspected Pokot bandit. Two casualties sustained injuries and they were evacuated to Kabarnet hospital and Marigat sub-county hospital by Eplus ambulance with no fatalities reported. 
A joint security operation between GSU and RDU has so far recovered 30 out of the  103 heads of cattle reported stolen. Tension remains high in the area.

",,0,0,0.8554988,36.0893406,2,KE
7/14/2020 0:00,South Rift,Baringo,ARMED CONFLICT AT KABARNET IN BARINGO COUNTY,Armed Conflicts,KABARNET,Kenya,0,1,0,0,0,0,"Baringo (Nosukro) Conflict Update: 
Tensions have eased in the area, with the joint security team having recovered 30 out of 103 heads of cattle stolen.  One of the two reported casualties succumbed to injuries at Kabarnet Referral Hospital while the other one is recuperating well and expected to be discharged after recovery. KRCS Baringo is currently carrying out tracing for the family in order to offer PSS services.",,0,0,0.490107,35.743418,1,KE
7/20/2020 0:00,Upper Eastern,Samburu,ARMED CONFLICTS INCIDENT IN SAMBURU COUNTY,Armed Conflicts,SAMBURU,Kenya,0,2,0,0,1,0,"A school boy was shot dead and two others seriously injured at Marti area in Samburu North Sub County during a cattle raid incident. The deceased was herding goats when a group of armed people from another community stormed the area firing at the herders. According to the community, a total of a hundred goats and seventy cattle were stolen during the incident but later on, the seventy cattle were recovered abandoned in bushes.

",,0,0,1.2154506,36.954107,3,KE
7/22/2020 0:00,Upper Eastern,Samburu,"CATTLE RUSTLING IN MARTI AREA, SAMBURU COUNTY",Armed Conflicts,SAMBURU,Kenya,0,0,0,0,1,0,"One minor succumbed to gunshot wounds and two others are admitted at Maralal Referral Hospital in Samburu County following a cattle rustling incident that occurred Yesterday evening at Marti area in Samburu North Sub County.  More than 100 cows and 70 goats are reported to be missing. Response teams remain on alert in case of retaliatory attacks. 
",,0,0,1.2154506,36.954107,1,KE
7/26/2020 0:00,North Eastern,Mandera,INTER - CLAN CONFLICT IN MANDERA COUNTY,Armed Conflicts,MANDERA,Kenya,0,0,0,0,0,0,"An unknown number of people have been displaced after their houses were burnt down last night  at Yadho Location in Isigoda, Mandera South in a suspected inter-clan conflict between Gureh clan and Murule clan. Registration and PSS is currently ongoing at El Wak, where 23 Households have fled to. KRCS plans to support the victims with NFIs in conjunction with the Mandera County Government, which will support with Food Items. Origin of the conflict has been confirmed to be due to a land tussle.
",,50,0,3.9356389,41.8551162,0,KE
7/29/2020 0:00,North Rift,Narok,"INTERCOMMUNAL CONFLICT AT OLPOSIMORU, NAROK COUNTY",Armed Conflicts,OLPOSIMORU,Kenya,0,16,0,0,2,0,"11 casualties who were admitted at Bethenny Hospital in Olposimoru have been treated and discharged, with 5 others being referred to Narok Sub-County Hospital. Two fatalities have so far been reported. 30 households have been displaced and are being hosted at the Olposumoru police station. Emergent needs at the moment are food, shelter, and clothing.
Update:
Narok side; Assessment was not completed due to continuous rainfall. Fatalities remain at 2 as injuries remain at 36. The 30 HHs housed at Olposimoru Police station have moved to Kuresoi South to re-unite and settle with their families. Situation is calm with tensions having reduced following heavy security presence in the area.
Update:

",,30,0,-0.5958346,35.7625241,18,KE
7/31/2020 0:00,South Rift,Nakuru,INTER-COMMUNITY CONFLICTS IN NAKURU COUNTY,Armed Conflicts,"NJORO, MARIOSHONI, MOLO",Kenya,0,34,0,0,5,0,"Tension have intensified in Marioshoni, Nakuru County after conflicts broke out between Ndorobo and Kipsigis. The conflicts were as a result of a government directive prohibiting settling in part of the Mau Forest occupied by the Kipsigis community. This caused the Kipsigis community to attack the Ndorobos in an attempt to repossess the land that they had earlier on sold to them. The security situation in the area is volatile thus inhibiting KRCS from intervening.
Update:
Assessment carried out at Neisuit whereby 34 households affected, more houses are still burnt. The County commissioner, County police commander, team from the Nakuru county government were part of assessment. Approximately 400 Heavy police presence were deployed all over the area as per the County commander confirmation. 3 casualties have been evacuated to PGH. The total people who succumbed toll stands at 5 (one killed by police after attempting to attack them and 4 with arrow wounds) Police were instructed to use maximum force on youths fighting in the maize plantation. Displaced persons were advised to remain in the school as the operation is ongoing to flush them out
Update:
Following the interethnic conflicts that have been ongoing in Nakuru county, RCATs Nakuru County have been carrying out an assessment in Marioshoni ward: Oinoptich, Lawina and Kapten villages. In Nesut Njoro sub County; Naisuit, Kapnai and Musekekwa primary school. To support the conflicts victims the county government provided food items (bread, milk,beans and rice) while KRCS is to provide non-food items once the assessment is done. The regional commander held a peace meeting with the two conflicting communities i.e kipsigis and Ndorobo.
Update:
In Molo and Njoro areas, inter-ethnic conflicts had escalated along Mau triangle where about 7 houses were reported to have been burnt down, while in Marioshoni 14 houses were burnt down including a shopping centre. 31 casualties in Marioshoni and three fatalities have so far been reported. Areas already affected in Nakuru County are Oinoptich, Lawina and Kapten villages. In Nesut Njoro sub County; Naisuit, Kapnai and Musekekwa primary school. Over 3000 people approximately staying in camps have been requested to return to their homes as the camps close
Update: 
All shelter programs have been closed after the community members were supported with NFIs. Tensions are however starting to resurface between the communities. KRCS and security forces are still on high alert in case of re-emergence of the conflict",,140,0,-0.3399208,35.9500417,39,KE
8/1/2020 0:00,Central,Laikipia,BANDIT ATTACKS IN KIMANJO AREA  LAIKIPIA CONTY,Armed Conflicts,KIMANJO AREA,Kenya,0,2,0,0,1,0,"Laikipia Security Situation
Samburu bandits from Isiolo attacked Maasais in Kimanjo, Laikipia North, Laikipia County.
One person was killed and his 83 heads of cattle stolen. The casualty is currently nursing injuries at Kimanjo Hospital.
1 police officer was also injured in the raid and is receiving treatment.
An approximate number of 1500 HHs are reported to have fled to Mgogodo forest and others to Kimanjo town.
",,1500,0,0.4755621,37.0118503,3,KE
8/2/2020 0:00,Coast,Mombasa,"GANG ATTACK IN LIKONI, MOMBASA COUNTY",Armed Conflicts,LIKONI,Kenya,0,2,0,0,0,0,"Suspected gang members attacked and injured 2 people in Likoni, Mombasa County. The casualties are nursing their injuries at Coast General Hospital.",,0,0,-4.0840986,39.6608103,2,KE
8/3/2020 0:00,Central,Meru,CONFLICT AT MAILI TANO IN MERU COUNTY,Armed Conflicts,MAILI TANO,Kenya,0,7,0,0,0,0,"Conflict reported between the Turkana and Meru at Maili tano in Meru county. The conflict ensued when a Turkana was shot with a poisoned arrow while stealing oranges, on retaliation 7 people were critically injured, all casualties evacuated to Isiolo hospital.
",,0,0,0.0514721,37.6456042,7,KE
8/4/2020 0:00,Upper Eastern,Isiolo,"CONFLICT IN MLIMA KURI, ISIOLO COUNTY",Armed Conflicts,ESCORT AREA,Kenya,0,5,0,0,2,0,"A group of Somalis from Garissa attacked a group of Boranas in an attempt to steal cattle at Mlima Kuri, Escort area in Isiolo on Tuesday. 2 fatalities have been reported on either side, with 1 Borana herder being injured and 4 others from the Somali side sustaining injuries. The situation is calm but fear of retaliatory attacks persists. KRCS Isiolo is closely monitoring the area",,0,0,0.355636,37.5833061,7,KE
8/12/2020 0:00,North Eastern,Mandera,BANDIT ATTACK IN MANDERA COUNTY,Armed Conflicts,MANDERA,Kenya,0,0,0,0,0,0,"A Vehicle enroute Mandera to Elwak was reported to have been attacked by bandits between Lafey and Elwak. The people in the vehicle were tied and beaten up while the vehicle was damaged and later taken to Elwak station.

A Vehicle enroute Mandera to Elwak was reported to have been attacked by bandits between Lafey and Elwak. The abducted victims were later released unharmed. NPS have been deployed to beef up security in the area.",,0,0,3.9356389,41.8551162,0,KE
8/19/2020 0:00,South Rift,Nakuru,INTER-ETHNIC FLARE-UPS IN NAKURU COUNTY,Armed Conflicts,NAKURU,Kenya,0,2,0,0,3,0,"At least two people were reported to have been injured with arrows in fresh ethnic flare-ups within Neissuit, Njoro.
Nakuru County Commissioner Erastus Mbui confirmed the incidents saying that the two were injured in Sigaon and Tiritagoi areas. NPS were deployed to stop the clashes between the two communities in the area. The two casualties were taken to the nearest hospitals by Well-wishers. The residents however reported that one person was feared to have been killed near Ogiek Secondary School and several houses torched in Sigaon, Tritagoi and Kware areas.

Tension still high at Marioshoni, Nakuru County after two people from the Kipsigis community were shot with arrows by the Ogiek community. Six households were burnt down during the conflicts. As a way of enhancing security in the area, 7pm-6am curfew has been introduced and security personnel have been deployed.
",,6,0,-0.3030988,36.080026,5,KE
8/20/2020 0:00,Upper Eastern,Samburu,BANDIT ATTACK AT NOOLOTORO AREA IN SAMBURU COUNTY,Armed Conflicts,NOOLOTORO AREA,Kenya,0,1,0,0,1,0,Tension reported at Noolotoro area in Samburu East following a bandit attack where one person was killed and another injured. Police deployed in the area to beef up security.,,0,0,0.5774645,37.4915773,2,KE
